area,ethnicity,age_group,sex,value
West Coast,Maori,0-4,M,24
West Coast,Maori,0-4,F,33
West Coast,Pacific Peoples,0-4,M,3
West Coast,Pacific Peoples,0-4,F,3
West Coast,Asian,0-4,M,18
West Coast,Asian,0-4,F,15
West Coast,MELAA,0-4,F,6
West Coast,Other,0-4,M,21
West Coast,Other,0-4,F,15
West Coast,European/Maori,0-4,M,144
West Coast,European/Maori,0-4,F,147
West Coast,European/Pacific Peoples,0-4,M,9
West Coast,European/Pacific Peoples,0-4,F,12
West Coast,European/Asian,0-4,M,12
West Coast,European/Asian,0-4,F,12
West Coast,European/MELAA,0-4,F,3
West Coast,European/Other Ethnicity,0-4,M,3
West Coast,European/Other Ethnicity,0-4,F,3
West Coast,Maori/Pacific Peoples,0-4,F,3
West Coast,Maori/Other Ethnicity,0-4,F,3
West Coast,European/Maori/Pacific Peoples,0-4,M,6
West Coast,European/Maori/Pacific Peoples,0-4,F,6
West Coast,Not Elsewhere Included,0-4,M,63
West Coast,Not Elsewhere Included,0-4,F,57
Canterbury,European,0-4,M,11439
Canterbury,European,0-4,F,10857
Canterbury,Maori,0-4,M,453
Canterbury,Maori,0-4,F,483
Canterbury,Pacific Peoples,0-4,M,333
Canterbury,Pacific Peoples,0-4,F,321
Canterbury,Asian,0-4,M,963
Canterbury,Asian,0-4,F,975
Canterbury,MELAA,0-4,M,135
Canterbury,MELAA,0-4,F,114
Canterbury,Other,0-4,M,312
Canterbury,Other,0-4,F,222
Canterbury,European/Maori,0-4,M,1806
Canterbury,European/Maori,0-4,F,1704
Canterbury,European/Pacific Peoples,0-4,M,243
Canterbury,European/Pacific Peoples,0-4,F,231
Canterbury,European/Asian,0-4,M,300
Canterbury,European/Asian,0-4,F,318
Canterbury,European/MELAA,0-4,M,75
Canterbury,European/MELAA,0-4,F,66
Canterbury,European/Other Ethnicity,0-4,M,36
Canterbury,European/Other Ethnicity,0-4,F,24
Canterbury,Maori/Pacific Peoples,0-4,M,60
Canterbury,Maori/Pacific Peoples,0-4,F,69
Canterbury,Maori/Asian,0-4,M,15
Canterbury,Maori/Asian,0-4,F,15
Canterbury,Maori/MELAA,0-4,F,3
Canterbury,Maori/Other Ethnicity,0-4,M,3
Canterbury,Maori/Other Ethnicity,0-4,F,3
Canterbury,Pacific Peoples/Asian,0-4,M,12
Canterbury,Pacific Peoples/Asian,0-4,F,9
Canterbury,Pacific Peoples/MELAA,0-4,F,3
Canterbury,Pacific Peoples/Other Ethnicity,0-4,M,3
Canterbury,Asian/MELAA,0-4,M,6
Canterbury,Asian/MELAA,0-4,F,6
Canterbury,Asian/Other Ethnicity,0-4,M,15
Canterbury,Asian/Other Ethnicity,0-4,F,15
Canterbury,MELAA/Other Ethnicity,0-4,M,3
Canterbury,MELAA/Other Ethnicity,0-4,F,6
Canterbury,European/Maori/Pacific Peoples,0-4,M,165
Canterbury,European/Maori/Pacific Peoples,0-4,F,156
Canterbury,European/Maori/Asian,0-4,M,48
Canterbury,European/Maori/Asian,0-4,F,63
Canterbury,European/Maori/MELAA,0-4,M,15
Canterbury,European/Maori/MELAA,0-4,F,12
Canterbury,European/Maori/Other Ethnicity,0-4,M,6
Canterbury,European/Maori/Other Ethnicity,0-4,F,6
Canterbury,European/MELAA/Other Ethnicity,0-4,M,3
Canterbury,European/MELAA/Other Ethnicity,0-4,F,3
Canterbury,Pacific Peoples/European/Asian,0-4,M,15
Canterbury,Pacific Peoples/European/Asian,0-4,F,21
Canterbury,Pacific Peoples/European/MELAA,0-4,M,3
Canterbury,Pacific Peoples/European/MELAA,0-4,F,6
Canterbury,Pacific Peoples/European/Other Ethnicity,0-4,M,3
Canterbury,Asian/MELAA/European,0-4,M,3
Canterbury,Asian/European/Other Ethnicity,0-4,M,3
Canterbury,Asian/European/Other Ethnicity,0-4,F,6
Canterbury,Maori/Pacific Peoples/Asian,0-4,M,3
Canterbury,Four ethnic groups,0-4,M,9
Canterbury,Four ethnic groups,0-4,F,15
Canterbury,Five ethnic groups,0-4,F,3
Canterbury,Not Elsewhere Included,0-4,M,642
Canterbury,Not Elsewhere Included,0-4,F,645
Otago,European,0-4,M,4266
Otago,European,0-4,F,3966
Otago,Maori,0-4,M,165
Otago,Maori,0-4,F,144
Otago,Pacific Peoples,0-4,M,84
Otago,Pacific Peoples,0-4,F,81
Otago,Asian,0-4,M,189
Otago,Asian,0-4,F,177
Otago,MELAA,0-4,M,48
Otago,MELAA,0-4,F,42
Otago,Other,0-4,M,123
Otago,Other,0-4,F,105
Otago,European/Maori,0-4,M,651
Otago,European/Maori,0-4,F,573
Otago,European/Pacific Peoples,0-4,M,78
Otago,European/Pacific Peoples,0-4,F,102
Otago,European/Asian,0-4,M,117
Otago,European/Asian,0-4,F,87
Otago,European/MELAA,0-4,M,24
Otago,European/MELAA,0-4,F,30
Otago,European/Other Ethnicity,0-4,M,6
Otago,European/Other Ethnicity,0-4,F,9
Otago,Maori/Pacific Peoples,0-4,M,15
Otago,Maori/Pacific Peoples,0-4,F,9
Otago,Maori/Asian,0-4,M,3
Otago,Maori/Asian,0-4,F,3
Otago,Pacific Peoples/Asian,0-4,F,3
Otago,Pacific Peoples/MELAA,0-4,M,3
Otago,Pacific Peoples/MELAA,0-4,F,3
Otago,Pacific Peoples/Other Ethnicity,0-4,M,3
Otago,European/Maori/Pacific Peoples,0-4,M,39
Otago,European/Maori/Pacific Peoples,0-4,F,54
Otago,European/Maori/Asian,0-4,M,12
Otago,European/Maori/Asian,0-4,F,15
Otago,European/Maori/MELAA,0-4,M,3
Otago,European/Maori/MELAA,0-4,F,3
Otago,European/Maori/Other Ethnicity,0-4,F,3
Otago,Pacific Peoples/European/Asian,0-4,M,6
Otago,Pacific Peoples/European/Asian,0-4,F,6
Otago,Four ethnic groups,0-4,M,3
Otago,Four ethnic groups,0-4,F,3
Otago,Not Elsewhere Included,0-4,M,213
Otago,Not Elsewhere Included,0-4,F,207
Southland,European,0-4,M,2178
Southland,European,0-4,F,2064
Southland,Maori,0-4,M,180
Southland,Maori,0-4,F,159
Southland,Pacific Peoples,0-4,M,39
Southland,Pacific Peoples,0-4,F,36
Southland,Asian,0-4,M,93
Southland,Asian,0-4,F,78
Southland,MELAA,0-4,M,9
Southland,MELAA,0-4,F,12
Southland,Other,0-4,M,48
Southland,Other,0-4,F,48
Southland,European/Maori,0-4,M,522
Southland,European/Maori,0-4,F,441
Southland,European/Pacific Peoples,0-4,M,54
Southland,European/Pacific Peoples,0-4,F,51
Southland,European/Asian,0-4,M,33
Southland,European/Asian,0-4,F,18
Southland,European/MELAA,0-4,M,3
Southland,European/MELAA,0-4,F,3
Southland,European/Other Ethnicity,0-4,M,3
Southland,European/Other Ethnicity,0-4,F,3
Southland,Maori/Pacific Peoples,0-4,M,9
Southland,Maori/Pacific Peoples,0-4,F,15
Southland,Maori/Asian,0-4,M,3
Southland,Maori/Asian,0-4,F,3
Southland,Asian/Other Ethnicity,0-4,F,3
Southland,MELAA/Other Ethnicity,0-4,M,3
Southland,European/Maori/Pacific Peoples,0-4,M,39
Southland,European/Maori/Pacific Peoples,0-4,F,33
Southland,European/Maori/Asian,0-4,M,9
Southland,European/Maori/Asian,0-4,F,15
Southland,European/Maori/MELAA,0-4,M,3
Southland,European/Maori/MELAA,0-4,F,3
Southland,Not Elsewhere Included,0-4,M,114
Southland,Not Elsewhere Included,0-4,F,114
Area Outside,European,0-4,F,6
Area Outside,European/Maori,0-4,M,9
Area Outside,European/Maori,0-4,F,15
Northland,European,5-9,M,2241
Northland,European,5-9,F,2199
Northland,Maori,5-9,M,1197
Northland,Maori,5-9,F,1134
Northland,Pacific Peoples,5-9,M,42
Northland,Pacific Peoples,5-9,F,63
Northland,Asian,5-9,M,111
Northland,Asian,5-9,F,84
Northland,MELAA,5-9,M,12
Northland,MELAA,5-9,F,12
Northland,Other,5-9,M,66
Northland,Other,5-9,F,60
Northland,European/Maori,5-9,M,1119
Northland,European/Maori,5-9,F,1068
Northland,European/Pacific Peoples,5-9,M,57
Northland,European/Pacific Peoples,5-9,F,54
Northland,European/Asian,5-9,M,30
Northland,European/Asian,5-9,F,30
Northland,European/MELAA,5-9,M,12
Northland,European/MELAA,5-9,F,3
Northland,European/Other Ethnicity,5-9,M,3
Northland,European/Other Ethnicity,5-9,F,3
Northland,Maori/Pacific Peoples,5-9,M,87
Northland,Maori/Pacific Peoples,5-9,F,114
Northland,Maori/Asian,5-9,M,12
Northland,Maori/Asian,5-9,F,9
Northland,Maori/MELAA,5-9,M,3
Northland,Maori/MELAA,5-9,F,3
Northland,Maori/Other Ethnicity,5-9,M,3
Northland,European/Maori/Pacific Peoples,5-9,M,87
Northland,European/Maori/Pacific Peoples,5-9,F,120
Northland,European/Maori/Asian,5-9,M,21
Northland,European/Maori/Asian,5-9,F,15
Northland,European/Maori/MELAA,5-9,M,3
Northland,European/Maori/MELAA,5-9,F,6
Northland,European/Maori/Other Ethnicity,5-9,M,3
Northland,European/Maori/Other Ethnicity,5-9,F,3
Northland,Pacific Peoples/European/Asian,5-9,F,6
Northland,Asian/European/Other Ethnicity,5-9,M,3
Northland,Maori/Pacific Peoples/Asian,5-9,F,3
Northland,Asian/Pacific Peoples/Other Ethnicity,5-9,M,3
Northland,Four ethnic groups,5-9,M,6
Northland,Four ethnic groups,5-9,F,3
Northland,Five ethnic groups,5-9,M,3
Northland,Not Elsewhere Included,5-9,M,444
Northland,Not Elsewhere Included,5-9,F,459
Auckland,European,5-9,M,19476
Auckland,European,5-9,F,18609
Auckland,Maori,5-9,M,2172
Auckland,Maori,5-9,F,2073
Auckland,Pacific Peoples,5-9,M,7149
Auckland,Pacific Peoples,5-9,F,6846
Auckland,Asian,5-9,M,8262
Auckland,Asian,5-9,F,7701
Auckland,MELAA,5-9,M,717
Auckland,MELAA,5-9,F,639
Auckland,Other,5-9,M,423
Auckland,Other,5-9,F,426
Auckland,European/Maori,5-9,M,3327
Auckland,European/Maori,5-9,F,3195
Auckland,European/Pacific Peoples,5-9,M,1521
Auckland,European/Pacific Peoples,5-9,F,1470
Auckland,European/Asian,5-9,M,918
Auckland,European/Asian,5-9,F,840
Auckland,European/MELAA,5-9,M,156
Auckland,European/MELAA,5-9,F,174
Auckland,European/Other Ethnicity,5-9,M,48
Auckland,European/Other Ethnicity,5-9,F,36
Auckland,Maori/Pacific Peoples,5-9,M,1140
Auckland,Maori/Pacific Peoples,5-9,F,1050
Auckland,Maori/Asian,5-9,M,69
Auckland,Maori/Asian,5-9,F,66
Auckland,Maori/MELAA,5-9,M,15
Auckland,Maori/MELAA,5-9,F,18
Auckland,Maori/Other Ethnicity,5-9,M,6
Auckland,Maori/Other Ethnicity,5-9,F,3
Auckland,Pacific Peoples/Asian,5-9,M,222
Auckland,Pacific Peoples/Asian,5-9,F,207
Auckland,Pacific Peoples/MELAA,5-9,M,27
Auckland,Pacific Peoples/MELAA,5-9,F,21
Auckland,Pacific Peoples/Other Ethnicity,5-9,M,6
Auckland,Pacific Peoples/Other Ethnicity,5-9,F,12
Auckland,Asian/MELAA,5-9,M,21
Auckland,Asian/MELAA,5-9,F,39
Auckland,Asian/Other Ethnicity,5-9,M,54
Auckland,Asian/Other Ethnicity,5-9,F,48
Auckland,MELAA/Other Ethnicity,5-9,M,12
Auckland,MELAA/Other Ethnicity,5-9,F,18
Auckland,European/Maori/Pacific Peoples,5-9,M,1074
Auckland,European/Maori/Pacific Peoples,5-9,F,966
Auckland,European/Maori/Asian,5-9,M,162
Auckland,European/Maori/Asian,5-9,F,156
Auckland,European/Maori/MELAA,5-9,M,24
Auckland,European/Maori/MELAA,5-9,F,33
Auckland,European/Maori/Other Ethnicity,5-9,M,12
Auckland,European/Maori/Other Ethnicity,5-9,F,9
Auckland,European/MELAA/Other Ethnicity,5-9,M,3
Auckland,Pacific Peoples/European/Asian,5-9,M,99
Auckland,Pacific Peoples/European/Asian,5-9,F,102
Auckland,Pacific Peoples/European/MELAA,5-9,M,12
Auckland,Pacific Peoples/European/MELAA,5-9,F,9
Auckland,Pacific Peoples/European/Other Ethnicity,5-9,M,6
Auckland,Pacific Peoples/European/Other Ethnicity,5-9,F,3
Auckland,Asian/MELAA/European,5-9,M,6
Auckland,Asian/MELAA/European,5-9,F,6
Auckland,Asian/European/Other Ethnicity,5-9,M,6
Auckland,Asian/European/Other Ethnicity,5-9,F,6
Auckland,Maori/Pacific Peoples/Asian,5-9,M,48
Auckland,Maori/Pacific Peoples/Asian,5-9,F,54
Auckland,Maori/Pacific Peoples/MELAA,5-9,M,6
Auckland,Asian/Pacific Peoples/MELAA,5-9,M,3
Auckland,Asian/Pacific Peoples/Other Ethnicity,5-9,M,3
Auckland,Four ethnic groups,5-9,M,84
Auckland,Four ethnic groups,5-9,F,102
Auckland,Five ethnic groups,5-9,F,3
Auckland,Not Elsewhere Included,5-9,M,2646
Auckland,Not Elsewhere Included,5-9,F,2703
Waikato,European,5-9,M,7404
Waikato,European,5-9,F,7389
Waikato,Maori,5-9,M,2064
Waikato,Maori,5-9,F,1947
Waikato,Pacific Peoples,5-9,M,297
Waikato,Pacific Peoples,5-9,F,288
Waikato,Asian,5-9,M,747
Waikato,Asian,5-9,F,699
Waikato,MELAA,5-9,M,126
Waikato,MELAA,5-9,F,141
Waikato,Other,5-9,M,195
Waikato,Other,5-9,F,177
Waikato,European/Maori,5-9,M,2166
Waikato,European/Maori,5-9,F,2145
Waikato,European/Pacific Peoples,5-9,M,153
Waikato,European/Pacific Peoples,5-9,F,153
Waikato,European/Asian,5-9,M,129
Waikato,European/Asian,5-9,F,126
Waikato,European/MELAA,5-9,M,24
Waikato,European/MELAA,5-9,F,18
Waikato,European/Other Ethnicity,5-9,M,12
Waikato,European/Other Ethnicity,5-9,F,24
Waikato,Maori/Pacific Peoples,5-9,M,192
Waikato,Maori/Pacific Peoples,5-9,F,183
Waikato,Maori/Asian,5-9,M,39
Waikato,Maori/Asian,5-9,F,27
Waikato,Maori/MELAA,5-9,M,3
Waikato,Maori/MELAA,5-9,F,3
Waikato,Maori/Other Ethnicity,5-9,M,3
Waikato,Maori/Other Ethnicity,5-9,F,6
Waikato,Pacific Peoples/Asian,5-9,M,6
Waikato,Pacific Peoples/Asian,5-9,F,6
Waikato,Pacific Peoples/Other Ethnicity,5-9,M,3
Waikato,Pacific Peoples/Other Ethnicity,5-9,F,6
Waikato,Asian/Other Ethnicity,5-9,M,9
Waikato,Asian/Other Ethnicity,5-9,F,6
Waikato,MELAA/Other Ethnicity,5-9,M,3
Waikato,European/Maori/Pacific Peoples,5-9,M,276
Waikato,European/Maori/Pacific Peoples,5-9,F,207
Waikato,European/Maori/Asian,5-9,M,45
Waikato,European/Maori/Asian,5-9,F,57
Waikato,European/Maori/MELAA,5-9,M,9
Waikato,European/Maori/MELAA,5-9,F,12
Waikato,European/Maori/Other Ethnicity,5-9,M,12
Waikato,European/Maori/Other Ethnicity,5-9,F,9
Waikato,European/MELAA/Other Ethnicity,5-9,M,3
Waikato,Pacific Peoples/European/Asian,5-9,M,6
Waikato,Pacific Peoples/European/Asian,5-9,F,3
Waikato,Maori/Pacific Peoples/Asian,5-9,M,6
Waikato,Maori/Pacific Peoples/Asian,5-9,F,3
Waikato,Four ethnic groups,5-9,M,21
Waikato,Four ethnic groups,5-9,F,15
Waikato,Not Elsewhere Included,5-9,M,678
Waikato,Not Elsewhere Included,5-9,F,744
Bay of Plenty,European,5-9,M,4392
Bay of Plenty,European,5-9,F,4173
Bay of Plenty,Maori,5-9,M,1920
Bay of Plenty,Maori,5-9,F,1878
Bay of Plenty,Pacific Peoples,5-9,M,141
Bay of Plenty,Pacific Peoples,5-9,F,132
Bay of Plenty,Asian,5-9,M,390
Bay of Plenty,Asian,5-9,F,372
Bay of Plenty,MELAA,5-9,M,24
Bay of Plenty,MELAA,5-9,F,24
Bay of Plenty,Other,5-9,M,138
Bay of Plenty,Other,5-9,F,99
Bay of Plenty,European/Maori,5-9,M,1701
Bay of Plenty,European/Maori,5-9,F,1584
Bay of Plenty,European/Pacific Peoples,5-9,M,96
Bay of Plenty,European/Pacific Peoples,5-9,F,78
Bay of Plenty,European/Asian,5-9,M,69
Bay of Plenty,European/Asian,5-9,F,69
Bay of Plenty,European/MELAA,5-9,M,15
Bay of Plenty,European/MELAA,5-9,F,9
Bay of Plenty,European/Other Ethnicity,5-9,M,12
Bay of Plenty,European/Other Ethnicity,5-9,F,9
Bay of Plenty,Maori/Pacific Peoples,5-9,M,150
Bay of Plenty,Maori/Pacific Peoples,5-9,F,144
Bay of Plenty,Maori/Asian,5-9,M,27
Bay of Plenty,Maori/Asian,5-9,F,18
Bay of Plenty,Maori/MELAA,5-9,M,6
Bay of Plenty,Maori/Other Ethnicity,5-9,M,9
Bay of Plenty,Maori/Other Ethnicity,5-9,F,3
Bay of Plenty,Pacific Peoples/Asian,5-9,M,3
Bay of Plenty,MELAA/Other Ethnicity,5-9,F,3
Bay of Plenty,European/Maori/Pacific Peoples,5-9,M,165
Bay of Plenty,European/Maori/Pacific Peoples,5-9,F,153
Bay of Plenty,European/Maori/Asian,5-9,M,39
Bay of Plenty,European/Maori/Asian,5-9,F,33
Bay of Plenty,European/Maori/MELAA,5-9,M,6
Bay of Plenty,European/Maori/MELAA,5-9,F,9
Bay of Plenty,European/Maori/Other Ethnicity,5-9,M,3
Bay of Plenty,European/Maori/Other Ethnicity,5-9,F,9
Bay of Plenty,European/MELAA/Other Ethnicity,5-9,M,3
Bay of Plenty,European/MELAA/Other Ethnicity,5-9,F,3
Bay of Plenty,Pacific Peoples/European/Asian,5-9,F,3
Bay of Plenty,Pacific Peoples/European/MELAA,5-9,M,3
Bay of Plenty,Maori/Pacific Peoples/Asian,5-9,M,9
Bay of Plenty,Maori/Pacific Peoples/Asian,5-9,F,3
Bay of Plenty,Maori/Pacific Peoples/MELAA,5-9,M,3
Bay of Plenty,Maori/Pacific Peoples/MELAA,5-9,F,3
Bay of Plenty,Four ethnic groups,5-9,M,9
Bay of Plenty,Four ethnic groups,5-9,F,9
Bay of Plenty,Not Elsewhere Included,5-9,M,597
Bay of Plenty,Not Elsewhere Included,5-9,F,624
Gisborne,European,5-9,M,534
Gisborne,European,5-9,F,474
Gisborne,Maori,5-9,M,666
Gisborne,Maori,5-9,F,624
Gisborne,Pacific Peoples,5-9,M,24
Gisborne,Pacific Peoples,5-9,F,39
Gisborne,Asian,5-9,M,27
Gisborne,Asian,5-9,F,18
Gisborne,MELAA,5-9,M,3
Gisborne,MELAA,5-9,F,3
Gisborne,Other,5-9,M,21
Gisborne,Other,5-9,F,6
Gisborne,European/Maori,5-9,M,351
Gisborne,European/Maori,5-9,F,345
Gisborne,European/Pacific Peoples,5-9,M,15
Gisborne,European/Pacific Peoples,5-9,F,9
Gisborne,European/Asian,5-9,M,9
Gisborne,European/Asian,5-9,F,9
Gisborne,European/MELAA,5-9,M,3
Gisborne,European/MELAA,5-9,F,3
Gisborne,European/Other Ethnicity,5-9,M,3
Gisborne,Maori/Pacific Peoples,5-9,M,39
Gisborne,Maori/Pacific Peoples,5-9,F,42
Gisborne,Maori/Asian,5-9,M,6
Gisborne,Maori/Asian,5-9,F,6
Gisborne,Maori/MELAA,5-9,M,3
Gisborne,European/Maori/Pacific Peoples,5-9,M,27
Gisborne,European/Maori/Pacific Peoples,5-9,F,33
Gisborne,European/Maori/Asian,5-9,M,12
Gisborne,European/Maori/Asian,5-9,F,6
Gisborne,European/Maori/Other Ethnicity,5-9,M,3
Gisborne,European/Maori/Other Ethnicity,5-9,F,3
Gisborne,Asian/European/Other Ethnicity,5-9,M,3
Gisborne,Maori/Pacific Peoples/Asian,5-9,M,3
Gisborne,Four ethnic groups,5-9,M,6
Gisborne,Four ethnic groups,5-9,F,3
Gisborne,Not Elsewhere Included,5-9,M,153
Gisborne,Not Elsewhere Included,5-9,F,141
Hawke's Bay,European,5-9,M,2688
Hawke's Bay,European,5-9,F,2643
Hawke's Bay,Maori,5-9,M,876
Hawke's Bay,Maori,5-9,F,894
Hawke's Bay,Pacific Peoples,5-9,M,174
Hawke's Bay,Pacific Peoples,5-9,F,162
Hawke's Bay,Asian,5-9,M,135
Hawke's Bay,Asian,5-9,F,111
Hawke's Bay,MELAA,5-9,M,15
Hawke's Bay,MELAA,5-9,F,9
Hawke's Bay,Other,5-9,M,66
Hawke's Bay,Other,5-9,F,66
Hawke's Bay,European/Maori,5-9,M,870
Hawke's Bay,European/Maori,5-9,F,879
Hawke's Bay,European/Pacific Peoples,5-9,M,72
Hawke's Bay,European/Pacific Peoples,5-9,F,57
Hawke's Bay,European/Asian,5-9,M,36
Hawke's Bay,European/Asian,5-9,F,42
Hawke's Bay,European/MELAA,5-9,M,15
Hawke's Bay,European/MELAA,5-9,F,12
Hawke's Bay,European/Other Ethnicity,5-9,M,3
Hawke's Bay,European/Other Ethnicity,5-9,F,6
Hawke's Bay,Maori/Pacific Peoples,5-9,M,93
Hawke's Bay,Maori/Pacific Peoples,5-9,F,69
Hawke's Bay,Maori/Asian,5-9,M,3
Hawke's Bay,Maori/Asian,5-9,F,9
Hawke's Bay,Maori/MELAA,5-9,F,6
Hawke's Bay,Maori/Other Ethnicity,5-9,M,3
Hawke's Bay,Maori/Other Ethnicity,5-9,F,3
Hawke's Bay,Pacific Peoples/Asian,5-9,M,3
Hawke's Bay,Pacific Peoples/Asian,5-9,F,3
Hawke's Bay,Pacific Peoples/Other Ethnicity,5-9,F,3
Hawke's Bay,Asian/Other Ethnicity,5-9,M,3
Hawke's Bay,Asian/Other Ethnicity,5-9,F,3
Hawke's Bay,European/Maori/Pacific Peoples,5-9,M,93
Hawke's Bay,European/Maori/Pacific Peoples,5-9,F,87
Hawke's Bay,European/Maori/Asian,5-9,M,18
Hawke's Bay,European/Maori/Asian,5-9,F,12
Hawke's Bay,European/Maori/MELAA,5-9,M,6
Hawke's Bay,European/Maori/MELAA,5-9,F,6
Hawke's Bay,European/Maori/Other Ethnicity,5-9,M,3
Hawke's Bay,European/Maori/Other Ethnicity,5-9,F,3
Hawke's Bay,Pacific Peoples/European/Asian,5-9,M,3
Hawke's Bay,Pacific Peoples/European/Asian,5-9,F,3
Hawke's Bay,Asian/European/Other Ethnicity,5-9,F,3
Hawke's Bay,Maori/Pacific Peoples/Asian,5-9,M,3
Hawke's Bay,Maori/Pacific Peoples/Asian,5-9,F,3
Hawke's Bay,Four ethnic groups,5-9,M,3
Hawke's Bay,Four ethnic groups,5-9,F,6
Hawke's Bay,Not Elsewhere Included,5-9,M,282
Hawke's Bay,Not Elsewhere Included,5-9,F,264
Taranaki,European,5-9,M,2403
Taranaki,European,5-9,F,2226
Taranaki,Maori,5-9,M,348
Taranaki,Maori,5-9,F,336
Taranaki,Pacific Peoples,5-9,M,36
Taranaki,Pacific Peoples,5-9,F,30
Taranaki,Asian,5-9,M,108
Taranaki,Asian,5-9,F,87
Taranaki,MELAA,5-9,M,12
Taranaki,MELAA,5-9,F,15
Taranaki,Other,5-9,M,45
Taranaki,Other,5-9,F,42
Taranaki,European/Maori,5-9,M,639
Taranaki,European/Maori,5-9,F,636
Taranaki,European/Pacific Peoples,5-9,M,21
Taranaki,European/Pacific Peoples,5-9,F,36
Taranaki,European/Asian,5-9,M,33
Taranaki,European/Asian,5-9,F,15
Taranaki,European/MELAA,5-9,M,9
Taranaki,European/MELAA,5-9,F,12
Taranaki,European/Other Ethnicity,5-9,M,9
Taranaki,European/Other Ethnicity,5-9,F,9
Taranaki,Maori/Pacific Peoples,5-9,M,15
Taranaki,Maori/Pacific Peoples,5-9,F,15
Taranaki,Maori/Asian,5-9,M,3
Taranaki,Maori/Asian,5-9,F,3
Taranaki,Maori/MELAA,5-9,F,3
Taranaki,Asian/Other Ethnicity,5-9,M,3
Taranaki,Asian/Other Ethnicity,5-9,F,6
Taranaki,European/Maori/Pacific Peoples,5-9,M,42
Taranaki,European/Maori/Pacific Peoples,5-9,F,42
Taranaki,European/Maori/Asian,5-9,M,9
Taranaki,European/Maori/Asian,5-9,F,15
Taranaki,European/Maori/Other Ethnicity,5-9,M,3
Taranaki,European/Maori/Other Ethnicity,5-9,F,3
Taranaki,Asian/European/Other Ethnicity,5-9,F,3
Taranaki,Maori/Pacific Peoples/Asian,5-9,M,3
Taranaki,Not Elsewhere Included,5-9,M,165
Taranaki,Not Elsewhere Included,5-9,F,165
Manawatu-Wanganui,European,5-9,M,3954
Manawatu-Wanganui,European,5-9,F,3885
Manawatu-Wanganui,Maori,5-9,M,903
Manawatu-Wanganui,Maori,5-9,F,900
Manawatu-Wanganui,Pacific Peoples,5-9,M,174
Manawatu-Wanganui,Pacific Peoples,5-9,F,144
Manawatu-Wanganui,Asian,5-9,M,261
Manawatu-Wanganui,Asian,5-9,F,231
Manawatu-Wanganui,MELAA,5-9,M,27
Manawatu-Wanganui,MELAA,5-9,F,36
Manawatu-Wanganui,Other,5-9,M,108
Manawatu-Wanganui,Other,5-9,F,126
Manawatu-Wanganui,European/Maori,5-9,M,1383
Manawatu-Wanganui,European/Maori,5-9,F,1242
Manawatu-Wanganui,European/Pacific Peoples,5-9,M,102
Manawatu-Wanganui,European/Pacific Peoples,5-9,F,96
Manawatu-Wanganui,European/Asian,5-9,M,75
Manawatu-Wanganui,European/Asian,5-9,F,69
Manawatu-Wanganui,European/MELAA,5-9,M,12
Manawatu-Wanganui,European/MELAA,5-9,F,18
Manawatu-Wanganui,European/Other Ethnicity,5-9,M,12
Manawatu-Wanganui,European/Other Ethnicity,5-9,F,18
Manawatu-Wanganui,Maori/Pacific Peoples,5-9,M,60
Manawatu-Wanganui,Maori/Pacific Peoples,5-9,F,75
Manawatu-Wanganui,Maori/Asian,5-9,M,6
Manawatu-Wanganui,Maori/Asian,5-9,F,9
Manawatu-Wanganui,Maori/Other Ethnicity,5-9,M,3
Manawatu-Wanganui,Maori/Other Ethnicity,5-9,F,6
Manawatu-Wanganui,Pacific Peoples/Asian,5-9,M,6
Manawatu-Wanganui,Pacific Peoples/Asian,5-9,F,3
Manawatu-Wanganui,Pacific Peoples/MELAA,5-9,M,3
Manawatu-Wanganui,Pacific Peoples/MELAA,5-9,F,3
Manawatu-Wanganui,Pacific Peoples/Other Ethnicity,5-9,M,3
Manawatu-Wanganui,Pacific Peoples/Other Ethnicity,5-9,F,3
Manawatu-Wanganui,Asian/Other Ethnicity,5-9,M,3
Manawatu-Wanganui,Asian/Other Ethnicity,5-9,F,6
Manawatu-Wanganui,MELAA/Other Ethnicity,5-9,M,3
Manawatu-Wanganui,European/Maori/Pacific Peoples,5-9,M,135
Manawatu-Wanganui,European/Maori/Pacific Peoples,5-9,F,132
Manawatu-Wanganui,European/Maori/Asian,5-9,M,33
Manawatu-Wanganui,European/Maori/Asian,5-9,F,18
Manawatu-Wanganui,European/Maori/MELAA,5-9,M,12
Manawatu-Wanganui,European/Maori/MELAA,5-9,F,6
Manawatu-Wanganui,European/Maori/Other Ethnicity,5-9,M,6
Manawatu-Wanganui,European/Maori/Other Ethnicity,5-9,F,6
Manawatu-Wanganui,Pacific Peoples/European/Asian,5-9,M,3
Manawatu-Wanganui,Pacific Peoples/European/Asian,5-9,F,3
Manawatu-Wanganui,Pacific Peoples/European/MELAA,5-9,M,3
Manawatu-Wanganui,Asian/MELAA/European,5-9,F,3
Manawatu-Wanganui,Maori/Pacific Peoples/Asian,5-9,M,3
Manawatu-Wanganui,Four ethnic groups,5-9,M,3
Manawatu-Wanganui,Four ethnic groups,5-9,F,6
Manawatu-Wanganui,Not Elsewhere Included,5-9,M,324
Manawatu-Wanganui,Not Elsewhere Included,5-9,F,333
Wellington,European,5-9,M,8253
Wellington,European,5-9,F,8040
Wellington,Maori,5-9,M,804
Wellington,Maori,5-9,F,777
Wellington,Pacific Peoples,5-9,M,903
