Area,Ethnic groups (detailed),Age group,Sex,Value,Flags
"Gisborne Region","Pacific Peoples Only","0-4 Years","Female",27,
"Gisborne Region","Asian Only","0-4 Years","Male",27,
"Gisborne Region","Asian Only","0-4 Years","Female",27,
"Gisborne Region","Middle Eastern/Latin American/African Only","0-4 Years","Male",3,
"Gisborne Region","Middle Eastern/Latin American/African Only","0-4 Years","Female",3,
"Gisborne Region","Other Ethnicity Only","0-4 Years","Male",6,
"Gisborne Region","Other Ethnicity Only","0-4 Years","Female",9,
"Gisborne Region","European/Maori","0-4 Years","Male",387,
"Gisborne Region","European/Maori","0-4 Years","Female",399,
"Gisborne Region","European/Pacific Peoples","0-4 Years","Male",3,
"Gisborne Region","European/Pacific Peoples","0-4 Years","Female",0,
"Gisborne Region","European/Asian","0-4 Years","Male",15,
"Gisborne Region","European/Asian","0-4 Years","Female",9,
"Gisborne Region","European/Middle Eastern/Latin American/African","0-4 Years","Male",3,
"Gisborne Region","European/Middle Eastern/Latin American/African","0-4 Years","Female",6,
"Gisborne Region","European/Other Ethnicity","0-4 Years","Male",0,
"Gisborne Region","European/Other Ethnicity","0-4 Years","Female",3,
"Gisborne Region","Maori/Pacific Peoples","0-4 Years","Male",45,
"Gisborne Region","Maori/Pacific Peoples","0-4 Years","Female",48,
"Gisborne Region","Maori/Asian","0-4 Years","Male",6,
"Gisborne Region","Maori/Asian","0-4 Years","Female",9,
"Gisborne Region","Maori/Middle Eastern/Latin American/African","0-4 Years","Male",3,
"Gisborne Region","Maori/Middle Eastern/Latin American/African","0-4 Years","Female",0,
"Gisborne Region","Maori/Other Ethnicity","0-4 Years","Male",0,
"Gisborne Region","Maori/Other Ethnicity","0-4 Years","Female",0,
"Gisborne Region","Pacific Peoples/Asian","0-4 Years","Male",0,
"Gisborne Region","Pacific Peoples/Asian","0-4 Years","Female",0,
"Gisborne Region","Pacific Peoples/Middle Eastern/Latin American/African","0-4 Years","Male",0,
"Gisborne Region","Pacific Peoples/Middle Eastern/Latin American/African","0-4 Years","Female",0,
"Gisborne Region","Pacific Peoples/Other Ethnicity","0-4 Years","Male",0,
"Gisborne Region","Pacific Peoples/Other Ethnicity","0-4 Years","Female",0,
"Gisborne Region","Asian/Middle Eastern/Latin American/African","0-4 Years","Male",0,
"Gisborne Region","Asian/Middle Eastern/Latin American/African","0-4 Years","Female",0,
"Gisborne Region","Asian/Other Ethnicity","0-4 Years","Male",0,
"Gisborne Region","Asian/Other Ethnicity","0-4 Years","Female",0,
"Gisborne Region","Middle Eastern/Latin American/African/Other Ethnicity","0-4 Years","Male",0,
"Gisborne Region","Middle Eastern/Latin American/African/Other Ethnicity","0-4 Years","Female",0,
"Gisborne Region","European/Maori/Pacific Peoples","0-4 Years","Male",33,
"Gisborne Region","European/Maori/Pacific Peoples","0-4 Years","Female",33,
"Gisborne Region","European/Maori/Asian","0-4 Years","Male",6,
"Gisborne Region","European/Maori/Asian","0-4 Years","Female",6,
"Gisborne Region","European/Maori/Middle Eastern/Latin American/African","0-4 Years","Male",0,
"Gisborne Region","European/Maori/Middle Eastern/Latin American/African","0-4 Years","Female",0,
"Gisborne Region","European/Maori/Other Ethnicity","0-4 Years","Male",0,
"Gisborne Region","European/Maori/Other Ethnicity","0-4 Years","Female",3,
"Gisborne Region","European/Middle Eastern/Latin American/African/Other Ethnicity","0-4 Years","Male",0,
"Gisborne Region","European/Middle Eastern/Latin American/African/Other Ethnicity","0-4 Years","Female",0,
"Gisborne Region","Pacific Peoples/European/Asian","0-4 Years","Male",0,
"Gisborne Region","Pacific Peoples/European/Asian","0-4 Years","Female",0,
"Gisborne Region","Pacific Peoples/European/Middle Eastern/Latin American/African","0-4 Years","Male",0,
"Gisborne Region","Pacific Peoples/European/Middle Eastern/Latin American/African","0-4 Years","Female",0,
"Gisborne Region","Pacific Peoples/European/Other Ethnicity","0-4 Years","Male",0,
"Gisborne Region","Pacific Peoples/European/Other Ethnicity","0-4 Years","Female",3,
"Gisborne Region","Asian/Middle Eastern/Latin American/African/European","0-4 Years","Male",3,
"Gisborne Region","Asian/Middle Eastern/Latin American/African/European","0-4 Years","Female",0,
"Gisborne Region","Asian/European/Other Ethnicity","0-4 Years","Male",0,
"Gisborne Region","Asian/European/Other Ethnicity","0-4 Years","Female",0,
"Gisborne Region","Maori/Pacific Peoples/Asian","0-4 Years","Male",3,
"Gisborne Region","Maori/Pacific Peoples/Asian","0-4 Years","Female",0,
"Gisborne Region","Maori/Pacific Peoples/Middle Eastern/Latin American/African","0-4 Years","Male",0,
"Gisborne Region","Maori/Pacific Peoples/Middle Eastern/Latin American/African","0-4 Years","Female",0,
"Gisborne Region","Maori/Asian/Middle Eastern/Latin American/African","0-4 Years","Male",0,
"Gisborne Region","Maori/Asian/Middle Eastern/Latin American/African","0-4 Years","Female",0,
"Gisborne Region","Maori/Asian/Other Ethnicity","0-4 Years","Male",0,
"Gisborne Region","Maori/Asian/Other Ethnicity","0-4 Years","Female",0,
"Gisborne Region","Maori/Middle Eastern/Latin American/African/Other Ethnicity","0-4 Years","Male",0,
"Gisborne Region","Maori/Middle Eastern/Latin American/African/Other Ethnicity","0-4 Years","Female",0,
"Gisborne Region","Pacific Peoples/Maori/Other Ethnicity","0-4 Years","Male",0,
"Gisborne Region","Pacific Peoples/Maori/Other Ethnicity","0-4 Years","Female",0,
"Gisborne Region","Pacific Peoples/Middle Eastern/Latin American/African/Other Ethnicity","0-4 Years","Male",0,
"Gisborne Region","Pacific Peoples/Middle Eastern/Latin American/African/Other Ethnicity","0-4 Years","Female",0,
"Gisborne Region","Asian/Pacific Peoples/Middle Eastern/Latin American/African","0-4 Years","Male",0,
"Gisborne Region","Asian/Pacific Peoples/Middle Eastern/Latin American/African","0-4 Years","Female",0,
"Gisborne Region","Asian/Pacific Peoples/Other Ethnicity","0-4 Years","Male",0,
"Gisborne Region","Asian/Pacific Peoples/Other Ethnicity","0-4 Years","Female",0,
"Gisborne Region","Asian/Middle Eastern/Latin American/African/Other Ethnicity","0-4 Years","Male",0,
"Gisborne Region","Asian/Middle Eastern/Latin American/African/Other Ethnicity","0-4 Years","Female",0,
"Gisborne Region","Four ethnic groups","0-4 Years","Male",0,
"Gisborne Region","Four ethnic groups","0-4 Years","Female",3,
"Gisborne Region","Five ethnic groups","0-4 Years","Male",0,
"Gisborne Region","Five ethnic groups","0-4 Years","Female",0,
"Gisborne Region","Six ethnic groups","0-4 Years","Male",0,
"Gisborne Region","Six ethnic groups","0-4 Years","Female",0,
"Gisborne Region","Not Elsewhere Included","0-4 Years","Male",132,
"Gisborne Region","Not Elsewhere Included","0-4 Years","Female",153,
"Hawke's Bay Region","European Only","0-4 Years","Male",2484,
"Hawke's Bay Region","European Only","0-4 Years","Female",2448,
"Hawke's Bay Region","Maori Only","0-4 Years","Male",900,
"Hawke's Bay Region","Maori Only","0-4 Years","Female",918,
"Hawke's Bay Region","Pacific Peoples Only","0-4 Years","Male",180,
"Hawke's Bay Region","Pacific Peoples Only","0-4 Years","Female",174,
"Hawke's Bay Region","Asian Only","0-4 Years","Male",138,
"Hawke's Bay Region","Asian Only","0-4 Years","Female",153,
"Hawke's Bay Region","Middle Eastern/Latin American/African Only","0-4 Years","Male",18,
"Hawke's Bay Region","Middle Eastern/Latin American/African Only","0-4 Years","Female",24,
"Hawke's Bay Region","Other Ethnicity Only","0-4 Years","Male",75,
"Hawke's Bay Region","Other Ethnicity Only","0-4 Years","Female",60,
"Hawke's Bay Region","European/Maori","0-4 Years","Male",969,
"Hawke's Bay Region","European/Maori","0-4 Years","Female",945,
"Hawke's Bay Region","European/Pacific Peoples","0-4 Years","Male",72,
"Hawke's Bay Region","European/Pacific Peoples","0-4 Years","Female",66,
"Hawke's Bay Region","European/Asian","0-4 Years","Male",51,
"Hawke's Bay Region","European/Asian","0-4 Years","Female",45,
"Hawke's Bay Region","European/Middle Eastern/Latin American/African","0-4 Years","Male",9,
"Hawke's Bay Region","European/Middle Eastern/Latin American/African","0-4 Years","Female",18,
"Hawke's Bay Region","European/Other Ethnicity","0-4 Years","Male",6,
"Hawke's Bay Region","European/Other Ethnicity","0-4 Years","Female",12,
"Hawke's Bay Region","Maori/Pacific Peoples","0-4 Years","Male",87,
"Hawke's Bay Region","Maori/Pacific Peoples","0-4 Years","Female",81,
"Hawke's Bay Region","Maori/Asian","0-4 Years","Male",12,
"Hawke's Bay Region","Maori/Asian","0-4 Years","Female",9,
"Hawke's Bay Region","Maori/Middle Eastern/Latin American/African","0-4 Years","Male",3,
"Hawke's Bay Region","Maori/Middle Eastern/Latin American/African","0-4 Years","Female",6,
"Hawke's Bay Region","Maori/Other Ethnicity","0-4 Years","Male",3,
"Hawke's Bay Region","Maori/Other Ethnicity","0-4 Years","Female",6,
"Hawke's Bay Region","Pacific Peoples/Asian","0-4 Years","Male",3,
"Hawke's Bay Region","Pacific Peoples/Asian","0-4 Years","Female",3,
"Hawke's Bay Region","Pacific Peoples/Middle Eastern/Latin American/African","0-4 Years","Male",0,
"Hawke's Bay Region","Pacific Peoples/Middle Eastern/Latin American/African","0-4 Years","Female",0,
"Hawke's Bay Region","Pacific Peoples/Other Ethnicity","0-4 Years","Male",0,
"Hawke's Bay Region","Pacific Peoples/Other Ethnicity","0-4 Years","Female",0,
"Hawke's Bay Region","Asian/Middle Eastern/Latin American/African","0-4 Years","Male",0,
"Hawke's Bay Region","Asian/Middle Eastern/Latin American/African","0-4 Years","Female",3,
"Hawke's Bay Region","Asian/Other Ethnicity","0-4 Years","Male",0,
"Hawke's Bay Region","Asian/Other Ethnicity","0-4 Years","Female",3,
"Hawke's Bay Region","Middle Eastern/Latin American/African/Other Ethnicity","0-4 Years","Male",0,
"Hawke's Bay Region","Middle Eastern/Latin American/African/Other Ethnicity","0-4 Years","Female",0,
"Hawke's Bay Region","European/Maori/Pacific Peoples","0-4 Years","Male",93,
"Hawke's Bay Region","European/Maori/Pacific Peoples","0-4 Years","Female",108,
"Hawke's Bay Region","European/Maori/Asian","0-4 Years","Male",18,
"Hawke's Bay Region","European/Maori/Asian","0-4 Years","Female",21,
"Hawke's Bay Region","European/Maori/Middle Eastern/Latin American/African","0-4 Years","Male",6,
"Hawke's Bay Region","European/Maori/Middle Eastern/Latin American/African","0-4 Years","Female",6,
"Hawke's Bay Region","European/Maori/Other Ethnicity","0-4 Years","Male",0,
"Hawke's Bay Region","European/Maori/Other Ethnicity","0-4 Years","Female",3,
"Hawke's Bay Region","European/Middle Eastern/Latin American/African/Other Ethnicity","0-4 Years","Male",0,
"Hawke's Bay Region","European/Middle Eastern/Latin American/African/Other Ethnicity","0-4 Years","Female",0,
"Hawke's Bay Region","Pacific Peoples/European/Asian","0-4 Years","Male",0,
"Hawke's Bay Region","Pacific Peoples/European/Asian","0-4 Years","Female",3,
"Hawke's Bay Region","Pacific Peoples/European/Middle Eastern/Latin American/African","0-4 Years","Male",0,
"Hawke's Bay Region","Pacific Peoples/European/Middle Eastern/Latin American/African","0-4 Years","Female",0,
"Hawke's Bay Region","Pacific Peoples/European/Other Ethnicity","0-4 Years","Male",0,
"Hawke's Bay Region","Pacific Peoples/European/Other Ethnicity","0-4 Years","Female",0,
"Hawke's Bay Region","Asian/Middle Eastern/Latin American/African/European","0-4 Years","Male",0,
"Hawke's Bay Region","Asian/Middle Eastern/Latin American/African/European","0-4 Years","Female",3,
"Hawke's Bay Region","Asian/European/Other Ethnicity","0-4 Years","Male",0,
"Hawke's Bay Region","Asian/European/Other Ethnicity","0-4 Years","Female",0,
"Hawke's Bay Region","Maori/Pacific Peoples/Asian","0-4 Years","Male",3,
"Hawke's Bay Region","Maori/Pacific Peoples/Asian","0-4 Years","Female",0,
"Hawke's Bay Region","Maori/Pacific Peoples/Middle Eastern/Latin American/African","0-4 Years","Male",0,
"Hawke's Bay Region","Maori/Pacific Peoples/Middle Eastern/Latin American/African","0-4 Years","Female",0,
"Hawke's Bay Region","Maori/Asian/Middle Eastern/Latin American/African","0-4 Years","Male",0,
"Hawke's Bay Region","Maori/Asian/Middle Eastern/Latin American/African","0-4 Years","Female",0,
"Hawke's Bay Region","Maori/Asian/Other Ethnicity","0-4 Years","Male",0,
"Hawke's Bay Region","Maori/Asian/Other Ethnicity","0-4 Years","Female",0,
"Hawke's Bay Region","Maori/Middle Eastern/Latin American/African/Other Ethnicity","0-4 Years","Male",0,
"Hawke's Bay Region","Maori/Middle Eastern/Latin American/African/Other Ethnicity","0-4 Years","Female",0,
"Hawke's Bay Region","Pacific Peoples/Maori/Other Ethnicity","0-4 Years","Male",0,
"Hawke's Bay Region","Pacific Peoples/Maori/Other Ethnicity","0-4 Years","Female",0,
"Hawke's Bay Region","Pacific Peoples/Middle Eastern/Latin American/African/Other Ethnicity","0-4 Years","Male",0,
"Hawke's Bay Region","Pacific Peoples/Middle Eastern/Latin American/African/Other Ethnicity","0-4 Years","Female",0,
"Hawke's Bay Region","Asian/Pacific Peoples/Middle Eastern/Latin American/African","0-4 Years","Male",0,
"Hawke's Bay Region","Asian/Pacific Peoples/Middle Eastern/Latin American/African","0-4 Years","Female",0,
"Hawke's Bay Region","Asian/Pacific Peoples/Other Ethnicity","0-4 Years","Male",0,
"Hawke's Bay Region","Asian/Pacific Peoples/Other Ethnicity","0-4 Years","Female",0,
"Hawke's Bay Region","Asian/Middle Eastern/Latin American/African/Other Ethnicity","0-4 Years","Male",0,
"Hawke's Bay Region","Asian/Middle Eastern/Latin American/African/Other Ethnicity","0-4 Years","Female",0,
"Hawke's Bay Region","Four ethnic groups","0-4 Years","Male",6,
"Hawke's Bay Region","Four ethnic groups","0-4 Years","Female",3,
"Hawke's Bay Region","Five ethnic groups","0-4 Years","Male",0,
"Hawke's Bay Region","Five ethnic groups","0-4 Years","Female",0,
"Hawke's Bay Region","Six ethnic groups","0-4 Years","Male",0,
"Hawke's Bay Region","Six ethnic groups","0-4 Years","Female",0,
"Hawke's Bay Region","Not Elsewhere Included","0-4 Years","Male",321,
"Hawke's Bay Region","Not Elsewhere Included","0-4 Years","Female",312,
"Taranaki Region","European Only","0-4 Years","Male",2373,
"Taranaki Region","European Only","0-4 Years","Female",2289,
"Taranaki Region","Maori Only","0-4 Years","Male",321,
"Taranaki Region","Maori Only","0-4 Years","Female",318,
"Taranaki Region","Pacific Peoples Only","0-4 Years","Male",33,
"Taranaki Region","Pacific Peoples Only","0-4 Years","Female",27,
"Taranaki Region","Asian Only","0-4 Years","Male",120,
"Taranaki Region","Asian Only","0-4 Years","Female",111,
"Taranaki Region","Middle Eastern/Latin American/African Only","0-4 Years","Male",15,
"Taranaki Region","Middle Eastern/Latin American/African Only","0-4 Years","Female",15,
"Taranaki Region","Other Ethnicity Only","0-4 Years","Male",57,
"Taranaki Region","Other Ethnicity Only","0-4 Years","Female",39,
"Taranaki Region","European/Maori","0-4 Years","Male",732,
"Taranaki Region","European/Maori","0-4 Years","Female",690,
"Taranaki Region","European/Pacific Peoples","0-4 Years","Male",21,
"Taranaki Region","European/Pacific Peoples","0-4 Years","Female",27,
"Taranaki Region","European/Asian","0-4 Years","Male",36,
"Taranaki Region","European/Asian","0-4 Years","Female",48,
"Taranaki Region","European/Middle Eastern/Latin American/African","0-4 Years","Male",12,
"Taranaki Region","European/Middle Eastern/Latin American/African","0-4 Years","Female",9,
